full_name,season,games_started,games_played,avg_turnovers,avg_steals,avg_twos_made,avg_two_twos_pct,avg_threes_made,avg_threes_pct,avg_free_throws_made,avg_free_throws_pct,avg_minutes,avg_points,avg_rebounds,avg_assists
Dorrian Williams,2015,32,32,1.0,0.8,1.5,0.2,0.2,6.2,0.8,21.2,30.3,4.5,2.7,2.4
Jordan Roper,2015,31,31,1.3,1.3,1.8,0.4,1.3,29.7,1.4,38.7,33.2,8.8,2.7,3.8
Alex Mitola,2014,29,29,1.3,0.8,1.4,0.3,2.4,36.0,2.2,54.6,34.4,12.4,2.7,2.7
Willie Moore,2014,32,32,1.8,1.5,1.3,0.3,1.0,30.5,1.6,43.5,20.8,7.3,2.7,1.1
Max Guercy,2014,32,32,2.6,1.5,2.0,0.5,1.1,27.1,2.4,56.4,33.0,9.8,2.7,4.5
Khallid Hart,2016,32,32,1.6,1.1,3.8,54.2,2.0,37.0,4.3,71.1,35.5,17.9,2.7,2.3
Deandre Mathieu,2014,33,33,1.6,1.9,2.9,2.0,0.4,28.3,1.5,48.8,28.4,8.6,2.7,4.3
Donovon Jack,2014,34,34,0.6,0.4,1.2,2.3,0.1,5.4,0.9,34.8,13.1,3.5,2.7,0.3
Quincy Smith,2014,35,35,1.2,1.2,1.3,0.4,0.2,11.4,1.3,37.5,16.5,4.5,2.7,0.9
Dante Williams,2014,33,33,1.3,0.8,1.5,0.5,2.0,32.9,0.8,32.1,35.0,10.0,2.7,1.7
Vinny Zollo,2014,34,34,0.7,0.1,0.6,0.3,0.6,20.4,0.6,17.9,13.0,3.6,2.7,0.6
John Papale,2014,30,30,1.3,0.6,1.3,2.5,1.9,38.4,1.0,35.1,37.0,9.2,2.7,3.4
Leron Fisher,2014,34,34,2.0,1.9,2.0,0.5,1.4,37.0,2.8,66.2,27.3,10.8,2.7,2.5
Tim Marshall,2014,30,30,1.1,0.9,1.1,0.5,2.9,30.4,1.0,30.9,22.2,11.7,2.7,1.1
Hameed Ali,2015,33,33,2.0,2.7,2.4,0.3,1.1,21.0,2.9,63.8,30.4,10.9,2.7,5.3
Paul Baxter,2014,35,35,2.0,0.9,1.9,0.4,0.9,37.3,1.9,55.1,27.2,8.4,2.7,2.6
Matt Killian,2014,32,32,1.0,0.7,1.1,0.4,0.5,27.6,0.6,23.2,17.8,4.3,2.7,0.4
Pierre Sarr,2016,34,34,0.8,0.4,0.7,40.6,0.1,9.7,1.1,32.8,9.6,2.7,2.8,0.2
Yankuba Sima,2017,36,36,1.1,0.4,1.4,45.1,0.0,0.0,0.6,22.6,13.2,3.3,2.8,0.3
Jacob Lancaster,2013,31,31,0.5,0.0,1.5,75.0,0.0,0.0,0.5,12.5,13.0,3.5,2.8,0.0
Sidney Sanders Jr.,2013,31,31,3.5,1.8,4.6,34.0,0.3,10.0,7.0,49.5,26.8,18.0,2.8,5.6
Jake Barnett,2013,34,34,1.1,0.9,0.3,17.5,1.0,26.1,0.6,21.3,26.7,4.0,2.8,1.0
Jordan Swing,2013,31,31,1.2,0.7,1.3,45.6,0.8,20.8,2.3,81.7,26.0,7.5,2.8,2.3
Dragan Sekelja,2013,32,32,1.2,0.0,1.4,20.0,0.0,0.0,1.0,30.0,17.6,3.8,2.8,0.8
Jeremy Ingram,2013,34,34,2.4,1.0,4.8,47.1,2.6,31.8,9.0,71.0,35.4,26.4,2.8,0.6
Charles Taylor Jr.,2014,30,30,1.4,0.4,1.5,0.3,0.0,0.0,0.7,21.7,14.0,3.7,2.8,0.6
AJ Wilson,2017,33,33,0.6,0.3,1.2,31.7,0.1,6.8,0.9,19.8,11.2,3.6,2.8,0.1
Markell Johnson,2017,33,33,2.8,1.5,1.7,35.6,0.9,31.9,1.4,37.4,24.4,7.7,2.8,6.3
Jonah Travis,2013,31,31,0.5,0.7,1.8,27.1,0.0,0.0,1.7,41.9,12.3,5.3,2.8,0.2
Marreon Jackson,2017,34,34,1.5,0.8,0.6,32.1,1.9,43.1,1.1,37.3,28.8,8.0,2.8,2.7
Emondre Rickman,2015,32,32,0.3,0.2,0.8,0.4,0.0,0.0,0.6,21.0,11.8,2.3,2.8,0.2
Carlton Hurst,2013,32,32,1.3,0.5,1.8,38.3,0.0,0.0,1.5,43.8,20.5,5.0,2.8,1.0
Cameron Bowles,2017,32,32,1.3,0.7,1.6,39.3,0.1,10.7,1.3,46.1,20.4,4.8,2.8,0.6
Zac Seljaas,2015,37,37,0.6,0.6,0.6,0.3,1.9,44.7,0.6,22.5,19.9,7.4,2.8,1.1
Isaac Bonton,2017,32,32,2.3,0.8,2.1,41.3,0.7,21.4,1.5,43.2,18.8,7.8,2.8,1.4
Donoven Carlisle,2017,30,30,0.5,0.2,0.9,45.8,0.1,7.7,0.3,16.0,12.8,2.3,2.8,0.1
Ian Theisen,2016,35,35,0.8,0.2,1.2,39.9,0.5,26.4,0.9,31.3,15.3,5.0,2.8,0.7
Johnathan Stove,2017,34,34,1.3,0.5,2.5,43.7,0.5,21.8,3.0,56.8,18.0,9.4,2.8,1.5
Sam Burmeister,2015,29,29,1.5,0.5,1.2,0.3,0.6,23.8,1.0,32.5,23.6,5.3,2.8,1.3
Ethan Lee,2016,32,32,1.0,0.4,1.2,31.5,0.0,0.0,0.9,30.6,13.8,3.2,2.8,0.6
Kadeem Coleby,2013,36,36,0.6,0.1,1.1,34.8,0.0,0.0,0.5,21.9,12.9,2.6,2.8,0.2
Keith Appling,2013,38,38,1.9,1.1,2.6,45.4,0.9,22.3,2.4,40.0,29.0,10.3,2.8,4.1
Nik Stauskas,2013,37,37,1.8,0.5,2.5,48.4,2.5,40.0,4.5,73.9,34.6,17.0,2.8,3.2
Marques Bolden,2017,37,37,0.4,0.2,1.3,40.2,0.0,0.0,0.4,18.5,10.1,3.0,2.8,0.5
Rashad Madden,2013,34,34,2.3,0.8,2.2,43.0,1.5,32.6,3.5,70.4,25.6,12.3,2.8,2.7
Don Coleman,2017,32,32,1.9,1.3,3.2,29.3,0.8,17.6,4.6,67.7,29.5,13.3,2.8,1.8
Kyron Cartwright,2017,35,35,2.6,1.3,2.9,38.9,1.1,29.8,2.5,60.5,30.3,11.5,2.8,5.6
Rauno Nurger,2017,33,33,0.5,0.2,1.5,40.2,0.2,15.7,0.7,26.7,13.4,4.4,2.8,0.5
Menno Dijkstra,2016,28,28,0.7,0.6,2.0,56.5,0.5,23.8,0.6,23.8,16.3,6.2,2.8,0.4
Leandro Allende,2016,33,33,0.8,0.5,1.2,43.8,0.8,23.4,1.1,31.8,17.0,5.9,2.8,0.9
Javon Greene,2017,33,33,0.9,0.8,0.9,39.3,0.6,15.8,0.8,27.1,17.7,4.5,2.8,0.9
Khameron Davis,2017,32,32,1.1,0.6,0.7,32.5,0.7,27.6,0.4,19.3,24.2,4.0,2.8,1.0
Ty Outlaw,2016,33,33,0.5,0.3,0.4,27.3,1.7,37.7,0.2,12.1,17.7,6.3,2.8,0.3
Dimitri Batten,2014,32,32,1.3,1.1,1.6,0.6,0.9,27.7,1.3,36.1,25.6,7.3,2.8,1.2
Luke Meyer,2014,32,32,0.8,0.3,1.8,0.5,0.2,11.5,1.3,40.9,15.9,5.5,2.8,0.4
Djimon Henson,2017,29,29,1.5,0.3,1.7,38.0,1.8,34.6,1.2,43.5,27.2,10.0,2.8,0.8
Luke Worthington,2017,35,35,0.6,0.4,1.6,46.2,0.0,0.0,1.0,32.7,14.7,4.3,2.8,0.5
Steven Haney,2015,31,31,1.0,0.6,1.2,0.3,2.4,32.1,1.2,41.6,27.7,10.7,2.8,1.1
Jon Davis,2015,33,33,2.6,1.2,3.2,0.5,0.9,32.6,2.6,64.7,32.3,11.7,2.8,4.7
Diago Quinn,2016,34,34,0.9,0.2,1.3,46.5,0.0,0.0,0.9,36.5,11.5,3.5,2.8,0.0
Barry Brown,2015,33,33,1.5,1.2,1.7,0.3,1.4,30.8,1.2,32.3,25.8,8.6,2.8,1.5
Norman Powell,2013,37,37,1.0,1.4,3.6,58.9,0.5,24.7,2.6,68.3,25.7,11.4,2.8,1.7
Aaron Holiday,2016,37,37,2.4,1.1,2.6,50.7,1.5,39.0,2.4,63.0,25.8,12.0,2.8,4.3
Brekkott Chapman,2015,36,36,0.8,0.4,1.3,1.4,0.3,12.7,1.0,37.0,13.4,4.4,2.8,1.0
Joseph Young,2013,34,34,1.1,1.3,3.8,51.5,2.2,42.7,4.6,82.3,31.1,18.9,2.8,1.9
Bobby Moorehead,2016,32,32,0.6,0.3,0.4,22.9,0.8,24.0,0.5,23.4,18.0,3.9,2.8,0.6
Jagan Mosely,2017,30,30,2.0,0.8,1.9,43.7,0.5,28.9,1.5,40.6,23.2,6.6,2.8,2.9
Jordan Andrews,2015,32,32,1.4,0.9,0.8,0.3,1.6,34.2,1.5,45.1,20.8,7.9,2.8,0.9
Jimmy Sotos,2017,35,35,1.4,0.8,0.7,31.4,0.7,30.6,1.4,49.4,22.3,4.8,2.8,2.0
Chancellor Barnard,2016,33,33,1.0,0.4,1.6,43.4,0.0,3.0,1.1,32.1,22.1,4.3,2.8,0.6
Duby Okeke,2014,32,32,1.1,0.2,1.8,0.7,0.0,0.0,0.9,29.2,13.7,4.4,2.8,0.2
Kevin Johnson,2017,32,32,1.2,1.9,1.6,38.3,0.8,29.5,0.9,40.8,30.1,6.6,2.8,2.6
Jahvaughn Powell,2017,32,32,1.9,2.3,1.3,42.8,2.2,34.1,0.7,26.8,27.9,9.9,2.8,2.7
Wesley Person,2014,29,29,1.7,0.4,2.0,0.5,2.6,38.6,2.5,60.1,34.9,14.2,2.8,1.0
Anders Broman,2017,31,31,0.9,1.1,1.5,43.1,2.4,39.1,2.4,70.8,31.3,12.4,2.8,1.9
Luke Nelson,2014,34,34,2.5,1.0,1.7,0.4,1.6,28.7,1.8,45.4,29.3,10.1,2.8,3.8
David Appolon,2014,35,35,1.2,0.8,1.3,0.3,0.2,11.5,1.7,41.0,20.9,4.8,2.8,1.3
John Kopriva,2013,33,33,0.4,0.4,0.8,29.3,0.0,0.0,0.3,15.0,12.5,1.9,2.8,0.4
Matt Bohannon,2013,31,31,0.4,0.4,0.2,6.7,2.0,24.6,0.6,30.0,27.0,7.0,2.8,0.8
Marcus Roper,2014,31,31,1.5,0.8,1.2,0.4,2.1,28.7,1.3,36.6,23.3,10.0,2.8,0.6
Reggie Smith,2014,33,33,1.6,0.6,1.6,0.4,1.0,24.8,2.2,50.9,22.7,8.2,2.8,1.3
Jacolby Mobley,2016,35,35,1.9,1.0,2.9,48.4,3.2,33.5,3.6,65.3,34.1,18.9,2.8,2.0
Alec Wintering,2016,33,33,2.8,1.2,3.6,27.4,0.4,16.4,3.1,47.1,22.3,11.7,2.8,3.4
Tamron Manning,2013,33,33,0.8,1.3,0.5,14.6,0.5,37.5,0.0,0.0,23.0,2.5,2.8,0.8
Ke'Ron Brown,2014,35,35,1.4,1.5,1.4,0.4,0.2,16.1,1.1,27.8,22.0,4.5,2.8,1.4
Mikel Trapp,2014,32,32,1.4,0.5,1.0,0.5,2.0,30.6,0.8,25.4,30.4,8.7,2.8,1.2
Mikel Tyson,2015,31,31,0.7,0.2,1.3,0.4,0.0,0.0,0.8,18.3,10.2,3.5,2.8,0.2
Bryce Cashman,2014,30,30,1.0,0.2,1.0,0.4,0.0,0.0,0.6,15.0,13.6,2.6,2.8,0.3
De'Sean Parsons,2015,31,31,0.9,0.7,2.4,0.4,0.1,4.8,1.7,39.1,17.0,6.9,2.8,1.2
Felix Rivera-Vega,2016,32,32,0.6,0.1,0.9,30.7,0.6,30.4,0.3,13.1,9.0,3.9,2.8,0.5
Kory Brown,2013,33,33,1.3,0.5,1.8,40.0,0.3,25.0,1.3,37.5,26.8,5.5,2.8,1.5
Alex Young,2013,35,35,3.2,0.4,1.6,24.0,0.8,30.0,2.0,72.0,30.0,7.6,2.8,3.4
Lucas Woodhouse,2013,32,32,2.8,1.3,1.0,21.3,1.5,57.9,2.0,45.0,30.5,8.5,2.8,4.8
Jeylani Dublin,2013,32,32,1.5,0.5,5.5,68.8,0.0,0.0,1.0,29.2,21.5,12.0,2.8,0.0
Henry Brooks,2015,34,34,1.2,0.6,2.4,0.4,0.0,0.0,0.4,19.6,17.6,5.1,2.8,0.5
Quinton Stephens,2014,31,31,0.7,0.5,1.1,0.3,1.0,28.1,0.5,19.1,18.9,5.8,2.8,0.4
Max Guercy,2015,32,32,2.9,0.9,1.3,0.4,0.6,29.0,2.8,61.2,33.6,7.1,2.8,5.7
Tyree Griffin,2015,32,32,1.6,0.8,1.0,0.3,0.4,19.6,1.7,34.3,27.3,4.9,2.8,3.7
Isaac Humphries,2016,38,38,0.4,0.2,1.2,40.2,0.0,0.0,0.4,19.1,8.3,2.8,2.8,0.2
Isaac White,2015,29,29,2.2,0.9,1.0,0.4,2.4,42.8,2.3,46.3,31.4,11.5,2.8,2.4
JeQuan Lewis,2016,35,35,2.5,1.7,2.4,50.5,2.4,36.0,3.2,67.4,31.2,15.2,2.8,4.5
Rashad Ray,2014,34,34,1.2,1.0,0.9,0.3,1.2,27.8,2.2,56.8,26.9,7.5,2.8,2.9
Shaquille Thomas,2013,34,34,1.1,0.9,2.5,46.1,0.1,9.3,1.4,36.1,22.9,6.8,2.8,0.9
Avry Holmes,2015,31,31,1.3,1.1,1.3,0.4,1.6,33.3,2.5,55.6,30.9,10.0,2.8,2.6
Trevor Cooney,2014,31,31,1.5,1.8,2.1,0.4,2.3,29.6,2.4,58.3,37.3,13.4,2.8,2.2
Cody Doolin,2014,33,33,1.1,1.0,1.6,0.5,0.7,25.8,1.1,35.4,31.4,6.4,2.8,3.9
Devin Robinson,2014,33,33,0.9,0.5,1.7,2.0,0.6,22.3,1.1,38.6,19.0,6.4,2.8,0.7
Kenny Paul Geno,2015,34,34,0.6,0.6,0.6,0.4,0.4,27.1,0.2,10.3,19.3,2.6,2.8,1.4
Derail Green,2016,30,30,1.2,0.5,0.9,39.2,1.9,35.5,1.0,38.9,24.8,8.4,2.8,0.9
Nigel Hayes,2013,38,38,1.2,0.8,2.6,50.7,0.0,0.0,2.5,44.6,17.4,7.7,2.8,0.9
Kendal Yancy,2014,34,34,1.1,0.3,1.4,0.4,0.8,22.7,1.0,34.5,21.3,6.3,2.8,1.7
Taurean Prince,2013,38,38,1.3,0.5,1.7,40.9,0.4,18.0,1.6,47.8,14.2,6.2,2.8,0.6
Katin Reinhardt,2015,34,34,1.4,1.0,2.5,0.5,1.8,31.4,1.1,44.7,26.9,11.4,2.8,1.4
Ike Iroegbu,2014,31,31,1.9,0.5,2.1,0.5,0.8,29.2,2.3,57.7,27.0,8.9,2.8,3.4
Tilman Dunbar,2015,33,33,2.5,1.0,3.0,0.4,0.7,29.5,3.8,56.1,31.3,11.7,2.8,3.8
Tavon Allen,2015,31,31,1.7,0.7,2.0,0.4,2.3,37.2,2.2,49.9,29.8,13.1,2.8,2.1
T.J. Cromer,2016,35,35,2.8,1.0,3.4,50.4,3.0,38.3,3.3,75.6,31.7,19.1,2.8,3.2
Jamaya Burr,2016,29,29,2.4,1.1,2.6,46.8,1.2,45.0,2.9,64.0,29.0,11.7,2.8,3.5
Petr Herman,2016,30,30,0.6,0.5,1.6,43.3,0.0,0.0,0.7,17.8,11.1,3.9,2.8,0.4
Bakary Konate,2016,34,34,0.5,0.2,0.6,40.1,0.0,0.0,0.5,19.3,9.7,1.6,2.8,0.1
RJ Slawson,2013,30,30,1.3,0.3,2.0,45.0,0.5,16.7,1.3,45.8,13.8,6.8,2.8,0.3
Josh Cleveland,2013,32,32,0.8,0.0,1.3,52.1,0.0,0.0,0.5,25.0,3.0,3.0,2.8,0.8
Adrian Fields,2013,31,31,1.0,0.8,1.0,36.7,1.0,22.4,0.2,20.0,26.0,5.2,2.8,0.2
Emmanuel Ndumanya,2014,32,32,0.5,0.3,1.0,0.3,0.0,0.0,0.4,14.3,11.6,2.3,2.8,0.1
Tyler Williams,2017,70,70,1.2,0.5,0.9,31.8,1.2,27.6,1.6,47.5,23.5,7.0,2.8,1.4
Mike Cunningham,2017,32,32,1.4,0.8,2.0,36.6,2.8,37.6,1.4,42.4,33.5,13.7,2.8,3.0
Davell Roby,2014,32,32,1.6,0.9,1.2,0.3,0.8,25.7,1.7,39.6,24.8,6.5,2.8,1.8
Chris Baldwin,2017,33,33,0.7,0.2,0.7,35.2,0.5,15.8,0.2,12.9,11.3,3.3,2.8,0.4
Bo Zeigler,2015,33,33,1.6,0.7,1.7,0.6,0.0,3.1,0.5,25.6,22.2,3.9,2.8,1.4
Joe Furstinger,2016,31,31,0.7,0.3,1.0,36.1,0.0,0.0,1.1,38.4,12.6,3.2,2.8,0.6
Keith Frazier,2016,30,30,0.6,0.2,0.8,25.0,1.4,36.3,0.6,23.3,15.0,6.4,2.8,0.4
Isaiah Lamb,2017,31,31,1.6,0.5,1.9,39.0,0.7,25.4,1.9,61.0,22.0,7.7,2.8,0.6
Karonn Davis,2014,30,30,1.1,0.6,1.1,0.3,1.2,31.2,1.5,56.2,30.6,7.3,2.8,2.8
Nic Thomas,2017,33,33,1.8,0.3,1.1,27.3,1.2,26.4,2.4,52.4,19.6,8.2,2.8,1.5
Jamel Fuentes,2014,34,34,2.0,1.0,1.1,0.3,0.0,0.0,1.0,34.3,25.2,3.1,2.8,4.2
Corey Sanders,2015,32,32,2.7,1.5,3.7,0.4,1.3,25.6,2.5,49.1,33.4,13.9,2.8,3.7
Rysheed Jordan,2013,33,33,2.0,1.1,2.6,39.9,0.5,14.9,2.0,40.3,23.8,8.8,2.8,2.8
Kyle Stout,2017,31,31,0.5,0.5,0.5,28.8,0.8,21.7,0.5,24.4,18.7,3.7,2.8,0.8
Jesse Little,2017,30,30,1.0,0.5,1.0,39.8,0.0,3.8,0.6,19.9,16.7,2.8,2.8,0.8
Donovan Gilmore,2017,34,34,0.7,0.3,1.1,28.5,0.0,0.0,0.8,26.8,9.8,3.1,2.8,0.3
Sammy Mojica,2014,30,30,1.0,0.9,1.3,0.4,1.0,28.9,0.5,20.3,24.7,6.0,2.8,1.6
Grant Riller,2017,34,34,1.9,1.3,5.3,60.9,1.7,33.3,2.9,64.4,33.6,18.6,2.8,2.0
Nick Garth,2015,30,30,1.8,0.9,2.0,0.4,2.3,32.8,2.7,63.4,25.3,13.4,2.8,2.6
Corey Johnson,2017,32,32,0.7,0.5,0.4,34.1,1.7,29.7,0.4,20.3,27.7,6.3,2.8,1.2
Jacob Schulte,2015,32,32,0.8,0.5,2.2,0.6,0.0,0.0,1.0,27.1,17.9,5.4,2.8,0.7
Wayde Sims,2017,33,33,0.7,0.5,1.9,55.1,0.3,11.7,0.7,26.5,16.9,5.4,2.8,0.3
Alex Robinson,2017,33,33,3.1,1.1,2.7,43.5,0.7,31.6,1.6,40.6,30.1,9.1,2.8,5.8
Quayson Williams,2017,32,32,1.4,1.1,0.8,37.6,1.4,25.4,1.2,51.6,15.4,6.9,2.8,1.5
Brandon Watkins,2016,44,44,0.6,0.4,1.8,41.1,0.0,0.0,0.7,26.0,12.1,4.3,2.8,0.3
Rauno Nurger,2016,36,36,0.8,0.1,1.4,48.4,0.4,24.1,1.1,38.3,14.1,5.0,2.8,0.6
Jahenns Manigat,2013,35,35,0.7,1.0,0.7,36.0,1.7,37.8,0.5,23.6,28.4,7.0,2.8,2.9
Marcus Carr,2017,32,32,2.8,0.6,2.2,41.3,1.1,29.7,2.3,66.1,28.7,10.0,2.8,4.0
Kassius Robertson,2015,33,33,2.3,1.1,2.0,0.5,2.6,39.4,2.2,58.5,34.0,14.1,2.8,1.8
Bobby Ahearn,2017,31,31,1.0,0.2,1.5,49.1,0.3,22.0,0.7,27.2,15.3,4.6,2.8,0.5
Stephan Jiggetts,2016,30,30,3.1,0.6,2.9,44.6,1.2,29.6,4.2,70.2,35.3,13.5,2.8,4.2
Rene Castro-Caneddy,2017,32,32,1.7,0.9,3.3,52.7,1.5,34.4,2.2,60.9,31.9,13.3,2.8,3.4
Davell Roby,2017,33,33,1.7,0.8,1.5,37.5,1.7,35.3,3.3,56.1,32.4,11.5,2.8,1.9
Jahmal McMurray,2015,33,33,2.5,0.4,3.4,0.4,2.2,33.8,1.8,52.7,35.2,15.2,2.8,2.5
Justin Bibbs,2016,33,33,1.0,0.3,1.1,30.0,2.0,42.6,0.9,34.6,31.3,9.2,2.8,1.6
Justin Thomas,2017,32,32,1.0,1.3,1.5,41.2,0.7,24.7,1.1,34.7,26.3,6.0,2.8,1.9
Justinian Jessup,2016,32,32,1.2,1.0,0.8,31.7,1.6,29.7,1.0,36.3,23.6,7.4,2.8,1.4
Austin Luke,2016,30,30,3.1,1.2,1.1,40.1,1.5,34.4,1.2,44.2,30.8,8.0,2.8,7.1
Brion Sanchious,2017,32,32,0.7,0.6,1.3,49.7,0.0,0.0,0.2,12.1,17.3,2.9,2.8,0.3
Jeffery McClendon,2017,31,31,1.4,2.1,1.0,38.0,0.5,16.4,0.5,21.2,24.1,4.2,2.8,1.7
Jake Flaggert,2016,32,32,0.6,0.3,0.1,3.1,1.4,34.8,0.7,27.1,28.4,5.0,2.8,1.2
Martez Cameron,2017,32,32,2.9,1.4,2.8,36.0,0.3,20.3,1.9,44.3,32.2,8.5,2.8,4.3
Joshua Floyd,2016,29,29,1.7,0.7,1.4,44.3,1.1,29.2,1.3,38.7,21.2,7.5,2.8,2.6
Edward Stephens,2014,33,33,1.5,1.2,2.2,2.3,1.9,33.8,2.0,56.9,26.9,12.0,2.8,1.8
Jack Nunge,2017,33,33,1.0,0.6,1.4,44.7,0.6,20.1,1.1,34.0,15.7,5.7,2.8,1.0
Nate Mason,2014,33,33,1.1,1.8,2.2,0.4,1.3,38.1,1.5,39.0,26.1,9.8,2.8,2.8
Shep Garner,2016,33,33,1.8,1.2,1.5,32.2,2.5,33.9,1.5,47.4,32.1,12.0,2.8,2.4
Kodi Justice,2016,33,33,1.6,1.3,1.1,39.2,1.9,41.6,1.2,31.9,31.1,9.2,2.8,2.4
Xavier Hill-Mais,2016,34,34,1.4,0.4,2.1,42.5,0.0,1.5,0.9,25.9,13.9,5.1,2.8,0.7
Lavone Holland II,2016,35,35,3.0,1.3,3.3,48.8,1.6,35.4,3.1,59.7,30.9,14.5,2.8,4.1
Ty Cockfield,2017,32,32,2.2,0.9,3.7,46.5,1.7,31.0,2.6,58.9,29.8,15.0,2.8,2.0
A.C. Reid,2015,32,32,1.5,0.6,0.8,0.3,1.9,29.4,0.6,17.7,23.2,7.8,2.8,1.5
Reggie Dillard,2016,30,30,2.8,0.6,2.5,47.4,1.0,33.9,1.9,53.0,30.7,9.8,2.8,3.5
Tucker Thompson,2014,32,32,0.6,0.4,1.1,0.3,0.0,0.0,0.8,24.2,14.7,3.0,2.8,0.5
Jamal Williams,2016,34,34,1.1,0.4,1.3,42.9,0.1,8.8,1.1,25.3,15.7,4.0,2.8,1.1
Jordan Wilson,2015,32,32,1.5,0.7,2.3,0.4,2.1,41.4,2.0,43.9,31.0,12.8,2.8,2.8
Tyler Livingston,2015,29,29,0.9,0.4,1.9,0.5,0.9,25.1,0.6,24.1,18.7,6.9,2.8,0.8
Michael Chandler,2015,28,28,0.1,0.2,1.0,0.3,0.0,0.0,0.3,7.6,14.2,2.3,2.8,0.3
Elmo Stephen,2015,32,32,0.7,0.3,0.8,0.2,1.6,32.5,1.0,33.9,18.7,7.3,2.8,0.3
Cameron Fowler,2015,32,32,1.8,0.8,1.0,2.0,0.4,15.9,0.4,11.3,23.1,3.4,2.8,2.8
Ayron Hutton,2015,30,30,1.7,0.5,0.4,0.2,1.1,33.7,0.9,29.4,18.3,5.0,2.8,1.9
Cliff Cornish,2014,31,31,0.7,0.2,1.1,3.6,0.0,3.3,0.8,26.5,13.0,3.1,2.8,0.3
Thaddeus Handley,2015,33,33,1.4,0.7,1.5,0.4,0.5,22.8,0.5,17.7,13.9,5.0,2.8,0.3
Devin Patterson,2014,29,29,3.1,2.2,2.9,0.4,1.0,31.4,3.0,55.7,30.5,11.7,2.8,3.9
Kahlil Felder,2013,33,33,2.3,0.8,1.7,23.1,0.3,13.9,2.2,61.1,30.0,6.5,2.8,3.2
Jay Wright,2015,34,34,2.3,1.1,1.9,0.4,1.1,33.1,1.8,47.6,28.5,8.9,2.8,3.5
Gus Leeper,2014,31,31,0.6,0.1,1.8,0.4,0.0,0.0,0.5,14.2,16.2,4.1,2.8,0.1
Adam Weary,2013,31,31,2.0,0.5,1.0,33.3,1.0,66.7,0.8,18.8,18.0,5.8,2.8,1.8
T.J. Hallice,2013,36,36,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.8,0.5
Lester Wilson,2015,36,36,0.6,0.4,0.4,2.1,1.8,40.0,0.8,29.5,17.3,6.8,2.8,0.5
Kyle Broekhuis,2015,32,32,0.9,0.2,0.7,0.3,0.3,18.3,0.8,23.7,16.2,3.2,2.8,0.7
Paul Watson,2015,35,35,1.0,0.6,1.5,0.4,0.9,29.0,1.1,34.8,24.1,6.9,2.8,0.6
Elliott Eliason,2014,33,33,0.4,0.3,1.1,1.9,0.0,0.0,0.5,23.4,11.2,2.8,2.8,0.5
Clide Geffrard,2014,34,34,1.6,0.6,2.3,0.6,0.6,25.0,1.9,50.8,15.9,8.3,2.8,0.9
Taylor Dyson,2014,30,30,0.7,0.3,0.4,0.2,2.0,35.1,1.4,47.8,22.5,8.2,2.8,0.6
Romelo Banks,2014,35,35,0.9,0.1,2.0,0.4,0.0,0.0,1.3,34.7,16.9,5.3,2.8,0.2
Mikey Thompson,2015,32,32,2.0,1.1,3.0,0.5,0.8,32.9,3.5,69.3,31.6,11.9,2.8,3.8
Jacorey Williams,2014,36,36,0.9,0.7,2.0,0.4,0.0,0.0,0.7,20.1,16.2,4.8,2.8,1.1
Jamal Norman,2014,31,31,1.5,0.9,1.3,0.9,0.3,11.3,0.8,24.4,18.0,4.2,2.8,0.8
Ahmad Abdullah,2014,32,32,1.8,0.9,1.8,1.7,0.8,25.0,1.2,29.5,28.9,7.0,2.8,2.6
Eric Eaves,2015,34,34,2.3,0.8,5.0,0.5,0.8,26.9,5.3,73.9,28.3,17.6,2.8,1.9
Jeremiah Ingram,2014,33,33,1.4,0.6,1.3,16.9,0.1,3.0,1.8,34.2,15.7,4.7,2.8,0.5
Trent Whiting,2015,33,33,1.4,0.7,1.7,0.5,0.3,15.7,0.9,34.3,21.1,5.2,2.8,1.5
Ronnie Johnson,2013,32,32,2.2,0.5,3.3,41.0,0.5,20.3,2.6,60.7,28.2,10.8,2.8,3.7
Bronson Koenig,2015,35,35,1.5,0.4,1.9,2.5,2.4,39.8,2.1,53.2,34.9,13.1,2.8,2.4
Wayne Selden Jr.,2014,36,36,2.1,0.6,1.8,0.4,1.3,28.9,1.9,43.6,29.4,9.4,2.8,2.6
Brandon Gfeller,2014,33,33,0.8,0.9,0.3,0.2,2.5,38.2,0.8,31.8,25.3,8.9,2.8,1.1
Shivaughn Wiggins,2014,34,34,1.2,1.2,2.6,0.5,0.5,23.8,3.4,58.2,31.1,10.0,2.8,3.3
Tyler Strange,2014,35,35,2.4,1.7,1.2,0.4,1.6,34.1,1.1,35.3,34.3,8.3,2.8,7.4
David Skara,2015,37,37,1.2,0.3,1.5,0.4,0.7,25.6,1.0,39.8,19.7,5.9,2.8,1.4
Jorge Perez-Laham,2013,31,31,4.5,0.3,0.8,37.5,0.5,8.3,0.5,25.0,18.5,3.5,2.8,3.0
Cordarius Johnson,2013,37,37,1.8,0.8,1.5,53.8,2.5,46.4,1.0,62.5,22.0,11.5,2.8,1.0
Luka Vulikic,2016,34,34,0.9,0.4,1.0,30.2,0.1,7.3,0.6,25.4,16.1,2.9,2.8,0.7
Michael Buckland,2016,33,33,1.2,0.3,0.8,31.7,0.8,19.4,0.6,23.4,18.5,4.6,2.8,1.6
